organism,orgId,carbon_source,media_filename,biomass_flux,status,prediction,missing_compounds,num_missing
Burkholderia phytofirmans PsJN,BFirm,Isomaltose,Isomaltose.json,0.0,optimal,0,"cpd10515,cpd00217",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,cpd10515,1
Pseudomonas stutzeri RCH2,psRCH2,L-Fucose,L-Fucose.json,0.0,optimal,0,"cpd10515,cpd00751",2
Dinoroseobacter shibae DFL-12,Dino,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,"cpd10515,cpd00066",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium acetate,Sodium_acetate.json,0.2814237655853986,optimal,1,cpd10515,1
Dickeya dianthicola ME23,DdiaME23,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.5764422823796794,optimal,1,,0
Shewanella sp. ANA-3,ANA3,L-Citrulline,L-Citrulline.json,0.0,optimal,0,"cpd00244,cpd00274",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium D-Lactate,Sodium_D-Lactate.json,0.367605673176512,optimal,1,"cpd11574,cpd00244",2
Pseudomonas fluorescens FW300-N2E2,pseudo6_N2E2,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,"cpd10515,cpd03846",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00604",3
Dinoroseobacter shibae DFL-12,Dino,L-Fucose,L-Fucose.json,0.0,optimal,0,"cpd10515,cpd00751",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Methionine,L-Methionine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00060",3
Bifidobacterium breve UCC2003,Bifido,Butanol,Butanol.json,0.0,optimal,0,"cpd10515,cpd11574",2
Shewanella oneidensis MR-1,MR1,Glycerol,Glycerol.json,0.0,optimal,0,"cpd00244,cpd00100",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,0.0,optimal,0,"cpd11574,cpd00244",2
Pseudomonas simiae WCS417,WCS417,Sodium D-Lactate,Sodium_D-Lactate.json,0.4221356483781031,optimal,1,,0
Dyella japonica UNC79MFTsu3.2,Dyella79,Agro_defined_trehalose,Agro_defined_trehalose.json,0.0,optimal,0,"cpd00244,cpd00794",2
Escherichia coli BW25113,Keio,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,,0
Sinorhizobium meliloti 1021,Smeli,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,"cpd10515,cpd03846",2
Dickeya dianthicola ME23,DdiaME23,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.5764422823796547,optimal,1,,0
Ralstonia sp. UNC404CL21Col,CL21,Xylitol,Xylitol.json,0.0,optimal,0,cpd00306,1
Pseudomonas fluorescens GW456-L13,pseudo13_GW456_L13,Lactulose,Lactulose.json,0.0,optimal,0,"cpd10515,cpd04349",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,"cpd10515,cpd00738",2
Sinorhizobium meliloti 1021,Smeli,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd10515,cpd00453",2
Dyella japonica UNC79MFTsu3.2,Dyella79,L-Arabinose,L-Arabinose.json,0.0,optimal,0,cpd00244,1
Sinorhizobium meliloti 1021,Smeli,1-Pentanol,1-Pentanol.json,0.0,optimal,0,"cpd10515,cpd16586",2
Shewanella loihica PV-4,PV4,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.0,optimal,0,"cpd00244,cpd00130",2
Dickeya dadantii 3937,Dda3937,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.4483439974063944,optimal,1,,0
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Glycolic Acid,Glycolic_Acid.json,0.0,optimal,0,"cpd10515,cpd00139",2
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Methionine,L-Methionine.json,0.0,optimal,0,cpd10515,1
Phaeobacter inhibens DSM 17395,Phaeo,D-Galactose,D-Galactose.json,0.0,optimal,0,"cpd10515,cpd00108",2
Magnetospirillum magneticum AMB-1,Magneto,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,cpd00604,1
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00219",3
Shewanella loihica PV-4,PV4,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,cpd00244,1
Shewanella amazonensis SB2B,SB2B,L-Threonine,L-Threonine.json,0.0,optimal,0,"cpd00244,cpd00161",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Lauric acid,Lauric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01741",3
Rhodanobacter denitrificans FW104-10B01,rhodanobacter_10B01,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,"cpd00244,cpd01727",2
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Lauric acid,Lauric_acid.json,0.0,optimal,0,"cpd10515,cpd01741",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Adenosine,Adenosine.json,0.6243195558580404,optimal,1,"cpd11574,cpd00244",2
Shewanella loihica PV-4,PV4,D-Ribose,D-Ribose.json,0.0,optimal,0,"cpd00244,cpd00105",2
Shewanella oneidensis MR-1,MR1,benzoic acid,benzoic_acid.json,0.0,optimal,0,"cpd00244,cpd00153",2
Phocaeicola vulgatus CL09T03C04,Bvulgatus_CL09T03C04,Hexanoic acid,Hexanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01113",3
Dyella japonica UNC79MFTsu3.2,Dyella79,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,"cpd00244,cpd00159",2
Dickeya dadantii 3937,Dda3937,benzoic acid,benzoic_acid.json,0.0,optimal,0,cpd00153,1
Dickeya dadantii 3937,Dda3937,Sodium pyruvate,Sodium_pyruvate.json,0.3202457124331379,optimal,1,,0
Azospirillum brasilense Sp245,azobra,D-Xylose,D-Xylose.json,0.0,optimal,0,cpd00154,1
Pseudomonas putida KT2440,Putida,Glycine,Glycine.json,0.2814237655851611,optimal,1,cpd10515,1
Caulobacter crescentus NA1000,Caulo,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,"cpd00244,cpd00084",2
Dickeya dadantii 3937,Dda3937,Isomaltose,Isomaltose.json,0.0,optimal,0,cpd00217,1
Shewanella amazonensis SB2B,SB2B,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01107",2
Dyella japonica UNC79MFTsu3.2,Dyella79,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.0,optimal,0,"cpd00244,cpd00137",2
Paraburkholderia bryophila 376MFSha3.1,Burk376,Adenosine,Adenosine.json,0.0,optimal,0,"cpd10515,cpd00182",2
Pseudomonas putida KT2440,Putida,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd10515,cpd00453",2
Pseudomonas stutzeri RCH2,psRCH2,D-Ribose,D-Ribose.json,0.0,optimal,0,"cpd10515,cpd00105",2
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Valine,L-Valine.json,0.0,optimal,0,cpd10515,1
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Isomaltose,Isomaltose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00217",3
Azospirillum brasilense Sp245,azobra,L-Serine,L-Serine.json,0.0,optimal,0,cpd00054,1
Shewanella sp. ANA-3,ANA3,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,"cpd00244,cpd01200",2
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,"cpd10515,cpd01107",2
Dyella japonica UNC79MFTsu3.2,Dyella79,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd00244,cpd00453",2
Cupriavidus basilensis FW507-4G11,Cup4G11,D-Ribose,D-Ribose.json,0.6674937507297366,optimal,1,cpd00105,1
Shewanella loihica PV-4,PV4,L-Glutamine,L-Glutamine.json,0.5762651133026949,optimal,1,cpd00244,1
Sinorhizobium meliloti 1021,Smeli,Sodium pyruvate,Sodium_pyruvate.json,0.4222687485980735,optimal,1,cpd10515,1
Sinorhizobium meliloti 1021,Smeli,L-Proline,L-Proline.json,0.703781247662098,optimal,1,cpd10515,1
Dickeya dianthicola ME23,DdiaME23,L-Aspartic Acid,L-Aspartic_Acid.json,0.3842948549197657,optimal,1,,0
Shewanella sp. ANA-3,ANA3,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd00244,cpd00453",2
Shewanella sp. ANA-3,ANA3,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,"cpd00244,cpd00738",2
Shewanella sp. ANA-3,ANA3,1-Pentanol,1-Pentanol.json,0.0,optimal,0,"cpd00244,cpd16586",2
Shewanella sp. ANA-3,ANA3,2-Deoxy-D-Ribose,2-Deoxy-D-Ribose.json,0.0,optimal,0,"cpd00244,cpd01242",2
Shewanella sp. ANA-3,ANA3,3-Methyl-2-Oxobutanoic Acid,3-Methyl-2-Oxobutanoic_Acid.json,0.0,optimal,0,"cpd00244,cpd00123",2
Shewanella sp. ANA-3,ANA3,3-methyl-1-butanol,3-methyl-1-butanol.json,0.0,optimal,0,"cpd00244,cpd04533",2
Shewanella sp. ANA-3,ANA3,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic_acid.json,0.0,optimal,0,"cpd00244,cpd00508",2
Shewanella sp. ANA-3,ANA3,4-Aminobutyric acid,4-Aminobutyric_acid.json,0.0,optimal,0,"cpd00244,cpd00281",2
Shewanella sp. ANA-3,ANA3,4-Hydroxybenzoic Acid,4-Hydroxybenzoic_Acid.json,0.0,optimal,0,"cpd00244,cpd00136",2
Shewanella sp. ANA-3,ANA3,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric_acid.json,0.0,optimal,0,"cpd00244,cpd00200",2
Shewanella sp. ANA-3,ANA3,5-Aminovaleric acid,5-Aminovaleric_acid.json,0.0,optimal,0,"cpd00244,cpd00339",2
Shewanella sp. ANA-3,ANA3,Adenosine,Adenosine.json,0.0,optimal,0,"cpd00244,cpd00182",2
Shewanella sp. ANA-3,ANA3,Agro_defined_trehalose,Agro_defined_trehalose.json,0.0,optimal,0,"cpd00244,cpd00794",2
Shewanella sp. ANA-3,ANA3,Beta-Lactose,Beta-Lactose.json,0.0,optimal,0,"cpd00244,cpd01354",2
Shewanella sp. ANA-3,ANA3,Butanol,Butanol.json,0.0,optimal,0,"cpd00244,cpd03662",2
Shewanella sp. ANA-3,ANA3,Citric Acid,Citric_Acid.json,0.0,optimal,0,"cpd00244,cpd00137",2
Shewanella sp. ANA-3,ANA3,Cytidine,Cytidine.json,0.6474956593873532,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,"D,L-Malic Acid",DL-Malic_Acid.json,0.3842239785754711,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,D-Alanine,D-Alanine.json,0.3842239785754684,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,D-Arabinose,D-Arabinose.json,0.0,optimal,0,"cpd00244,cpd00185",2
Shewanella sp. ANA-3,ANA3,D-Fructose,D-Fructose.json,0.0,optimal,0,"cpd00244,cpd00082",2
Shewanella sp. ANA-3,ANA3,D-Galactose,D-Galactose.json,0.0,optimal,0,"cpd00244,cpd00108",2
Shewanella sp. ANA-3,ANA3,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.0,optimal,0,"cpd00244,cpd00280",2
Shewanella sp. ANA-3,ANA3,D-Glucosamine Hydrochloride,D-Glucosamine_Hydrochloride.json,0.0,optimal,0,"cpd00244,cpd00276",2
Shewanella sp. ANA-3,ANA3,D-Glucose,D-Glucose.json,0.7684479571509385,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,D-Lysine,D-Lysine.json,0.0,optimal,0,"cpd00244,cpd00549",2
Shewanella sp. ANA-3,ANA3,D-Mannitol,D-Mannitol.json,0.0,optimal,0,"cpd00244,cpd00314",2
Shewanella sp. ANA-3,ANA3,D-Mannose,D-Mannose.json,0.0,optimal,0,"cpd00244,cpd00138",2
Shewanella sp. ANA-3,ANA3,D-Raffinose pentahydrate,D-Raffinose_pentahydrate.json,0.0,optimal,0,"cpd00244,cpd00382",2
Shewanella sp. ANA-3,ANA3,D-Ribose,D-Ribose.json,0.0,optimal,0,"cpd00244,cpd00105",2
Shewanella sp. ANA-3,ANA3,D-Salicin,D-Salicin.json,0.0,optimal,0,"cpd00244,cpd01030",2
Shewanella sp. ANA-3,ANA3,D-Serine,D-Serine.json,0.0,optimal,0,"cpd00244,cpd00550",2
Shewanella sp. ANA-3,ANA3,D-Sorbitol,D-Sorbitol.json,0.0,optimal,0,"cpd00244,cpd00588",2
Shewanella sp. ANA-3,ANA3,D-Tagatose,D---tagatose.json,0.0,optimal,0,"cpd00244,cpd00589",2
Shewanella sp. ANA-3,ANA3,D-Trehalose dihydrate,D-Trehalose_dihydrate.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,D-Xylose,D-Xylose.json,0.0,optimal,0,"cpd00244,cpd00154",2
Shewanella sp. ANA-3,ANA3,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01107",2
Shewanella sp. ANA-3,ANA3,Disodium Glutarate,Disodium_Glutarate.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Ethanol,Ethanol.json,0.28143643837181803,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Ferulic Acid,Ferulic_Acid.json,0.0,optimal,0,"cpd00244,cpd01059",2
Shewanella sp. ANA-3,ANA3,Fumaric acid,Fumaric_acid.json,0.38422397857452234,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Gly-Glu,Gly-Glu.json,0.0,optimal,0,"cpd00244,cpd11592",2
Shewanella sp. ANA-3,ANA3,Glycerol,Glycerol.json,0.0,optimal,0,"cpd00244,cpd00100",2
Shewanella sp. ANA-3,ANA3,Glycine,Glycine.json,0.0,optimal,0,"cpd00244,cpd00033",2
Shewanella sp. ANA-3,ANA3,Glycolic Acid,Glycolic_Acid.json,0.0,optimal,0,"cpd00244,cpd00139",2
Shewanella sp. ANA-3,ANA3,Heptanoic acid,Heptanoic_acid.json,0.0,optimal,0,"cpd00244,cpd15608",2
Shewanella sp. ANA-3,ANA3,Hexanoic acid,Hexanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01113",2
Shewanella sp. ANA-3,ANA3,Hydroxy-L-Proline,Hydroxy-L-Proline.json,0.0,optimal,0,"cpd00244,cpd00345",2
Shewanella sp. ANA-3,ANA3,Inosine,Inosine.json,0.6509473391812362,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Isomaltose,Isomaltose.json,0.0,optimal,0,"cpd00244,cpd00217",2
Shewanella sp. ANA-3,ANA3,Itaconic Acid,Itaconic_Acid.json,0.0,optimal,0,"cpd00244,cpd00380",2
Shewanella sp. ANA-3,ANA3,L-Arabinose,L-Arabinose.json,0.0,optimal,0,"cpd00244,cpd00224",2
Shewanella sp. ANA-3,ANA3,L-Arginine,L-Arginine.json,0.0,optimal,0,"cpd00244,cpd00051",2
Shewanella sp. ANA-3,ANA3,L-Asparagine,L-Asparagine.json,0.0,optimal,0,"cpd00244,cpd00132",2
Shewanella sp. ANA-3,ANA3,L-Aspartic Acid,L-Aspartic_Acid.json,0.38422397857546897,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,"cpd00244,cpd00084",2
Shewanella sp. ANA-3,ANA3,L-Fucose,L-Fucose.json,0.0,optimal,0,"cpd00244,cpd00751",2
Shewanella sp. ANA-3,ANA3,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.5763359678632025,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Glutamine,L-Glutamine.json,0.0,optimal,0,"cpd00244,cpd00053",2
Shewanella sp. ANA-3,ANA3,L-Histidine,L-Histidine.json,0.0,optimal,0,"cpd00244,cpd00119",2
Shewanella sp. ANA-3,ANA3,L-Isoleucine,L-Isoleucine.json,0.0,optimal,0,"cpd00244,cpd00322",2
Shewanella sp. ANA-3,ANA3,L-Leucine,L-Leucine.json,0.0,optimal,0,"cpd00244,cpd00107",2
Shewanella sp. ANA-3,ANA3,L-Lysine,L-Lysine.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.38422397857546864,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Methionine,L-Methionine.json,0.0,optimal,0,"cpd00244,cpd00060",2
Shewanella sp. ANA-3,ANA3,L-Ornithine,L-Ornithine.json,0.703591095929547,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,"cpd00244,cpd00066",2
Shewanella sp. ANA-3,ANA3,L-Proline,L-Proline.json,0.7035910959295235,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Serine,L-Serine.json,0.3201866488128889,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Sorbose,L-Sorbose.json,0.0,optimal,0,"cpd00244,cpd00212",2
Shewanella sp. ANA-3,ANA3,L-Threonine,L-Threonine.json,0.0,optimal,0,"cpd00244,cpd00161",2
Shewanella sp. ANA-3,ANA3,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,L-Valine,L-Valine.json,0.0,optimal,0,"cpd00244,cpd00156",2
Shewanella sp. ANA-3,ANA3,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,0.9663259284503724,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Lacto-N-tetraose,Lacto-N-tetraose.json,0.0,optimal,0,"cpd00244,cpd03807",2
Shewanella sp. ANA-3,ANA3,Lactulose,Lactulose.json,0.0,optimal,0,"cpd00244,cpd04349",2
Shewanella sp. ANA-3,ANA3,Lauric acid,Lauric_acid.json,0.0,optimal,0,"cpd00244,cpd01741",2
Shewanella sp. ANA-3,ANA3,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,"cpd00244,cpd00219",2
Shewanella sp. ANA-3,ANA3,Malonic acid,Malonic_acid.json,0.0,optimal,0,"cpd00244,cpd00308",2
Shewanella sp. ANA-3,ANA3,Melibiose,Melibiose.json,0.0,optimal,0,"cpd00244,cpd03198",2
Shewanella sp. ANA-3,ANA3,Myristic acid,Myristic_acid.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,N-Acetyl-D-Glucosamine,N-Acetyl-D-Glucosamine.json,0.0,optimal,0,"cpd00244,cpd00122",2
Shewanella sp. ANA-3,ANA3,Nonanoic acid,Nonanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01126",2
Shewanella sp. ANA-3,ANA3,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,"cpd00244,cpd03846",2
Shewanella sp. ANA-3,ANA3,Oleic acid,Oleic_acid.json,0.0,optimal,0,"cpd00244,cpd00536",2
Shewanella sp. ANA-3,ANA3,Phenylacetic acid,Phenylacetic_acid.json,0.0,optimal,0,"cpd00244,cpd00430",2
Shewanella sp. ANA-3,ANA3,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,"cpd00244,cpd01727",2
Shewanella sp. ANA-3,ANA3,Potassium acetate,Potassium_acetate.json,0.25614931905032007,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Protocatechuic Acid,Protocatechuic_Acid.json,0.0,optimal,0,"cpd00244,cpd00197",2
Shewanella sp. ANA-3,ANA3,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Shikimic Acid,Shikimic_Acid.json,0.0,optimal,0,"cpd00244,cpd00383",2
Shewanella sp. ANA-3,ANA3,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium D-Lactate,Sodium_D-Lactate.json,0.3842239785754663,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium Formate,Sodium_Formate.json,0.06403732976257756,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium Fumarate dibasic,Sodium_Fumarate_dibasic.json,0.3842239785754687,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium acetate,Sodium_acetate.json,0.2561493190503132,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium adipate,Sodium_adipate.json,0.0,optimal,0,"cpd00244,cpd03642",2
Shewanella sp. ANA-3,ANA3,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,"cpd00244,cpd03846",2
Shewanella sp. ANA-3,ANA3,Sodium propionate,Sodium_propionate.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium pyruvate,Sodium_pyruvate.json,0.3201866488128925,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.4482613083386683,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Succinic Acid,Succinic_Acid.json,0.44826130833804606,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Thymidine,Thymidine.json,0.0,optimal,0,cpd00244,1
Shewanella sp. ANA-3,ANA3,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.0,optimal,0,"cpd00244,cpd00137",2
Shewanella sp. ANA-3,ANA3,Uridine,Uridine.json,0.647495659387347,optimal,1,cpd00244,1
Shewanella sp. ANA-3,ANA3,Valeric acid,Valeric_acid.json,0.0,optimal,0,"cpd00244,cpd00597",2
Shewanella sp. ANA-3,ANA3,Vanillic Acid,Vanillic_Acid.json,0.0,optimal,0,"cpd00244,cpd04073",2
Shewanella sp. ANA-3,ANA3,Vanillin,Vanillin.json,0.0,optimal,0,"cpd00244,cpd00561",2
Shewanella sp. ANA-3,ANA3,Xylitol,Xylitol.json,0.0,optimal,0,"cpd00244,cpd00306",2
Shewanella sp. ANA-3,ANA3,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.0,optimal,0,"cpd00244,cpd00024",2
Shewanella sp. ANA-3,ANA3,benzoic acid,benzoic_acid.json,0.0,optimal,0,"cpd00244,cpd00153",2
Shewanella sp. ANA-3,ANA3,m-Inositol,m-Inositol.json,0.0,optimal,0,"cpd00244,cpd00121",2
Shewanella sp. ANA-3,ANA3,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,"cpd00244,cpd00604",2
Burkholderia phytofirmans PsJN,BFirm,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd10515,cpd00453",2
Burkholderia phytofirmans PsJN,BFirm,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,"cpd10515,cpd00738",2
Burkholderia phytofirmans PsJN,BFirm,1-Pentanol,1-Pentanol.json,0.0,optimal,0,"cpd10515,cpd16586",2
Burkholderia phytofirmans PsJN,BFirm,2-Deoxy-D-Ribose,2-Deoxy-D-Ribose.json,0.0,optimal,0,"cpd10515,cpd01242",2
Burkholderia phytofirmans PsJN,BFirm,2-methyl-1-butanol,2-methyl-1-butanol.json,0.0,optimal,0,"cpd10515,cpd16873",2
Burkholderia phytofirmans PsJN,BFirm,3-Methyl-2-Oxobutanoic Acid,3-Methyl-2-Oxobutanoic_Acid.json,0.0,optimal,0,"cpd10515,cpd00123",2
Burkholderia phytofirmans PsJN,BFirm,3-methyl-1-butanol,3-methyl-1-butanol.json,0.0,optimal,0,"cpd10515,cpd04533",2
Burkholderia phytofirmans PsJN,BFirm,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic_acid.json,0.0,optimal,0,"cpd10515,cpd00508",2
Burkholderia phytofirmans PsJN,BFirm,4-Aminobutyric acid,4-Aminobutyric_acid.json,0.5626955056547601,optimal,1,cpd10515,1
Burkholderia phytofirmans PsJN,BFirm,4-Hydroxybenzoic Acid,4-Hydroxybenzoic_Acid.json,0.0,optimal,0,cpd10515,1
Burkholderia phytofirmans PsJN,BFirm,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric_acid.json,0.0,optimal,0,"cpd10515,cpd00200",2
Burkholderia phytofirmans PsJN,BFirm,5-Aminovaleric acid,5-Aminovaleric_acid.json,0.0,optimal,0,"cpd10515,cpd00339",2
Burkholderia phytofirmans PsJN,BFirm,Adenosine,Adenosine.json,0.0,optimal,0,"cpd10515,cpd00182",2
Burkholderia phytofirmans PsJN,BFirm,Agro_defined_trehalose,Agro_defined_trehalose.json,0.0,optimal,0,"cpd10515,cpd00794",2
Burkholderia phytofirmans PsJN,BFirm,Beta-Lactose,Beta-Lactose.json,0.0,optimal,0,"cpd10515,cpd01354",2
Burkholderia phytofirmans PsJN,BFirm,Butanol,Butanol.json,0.0,optimal,0,"cpd10515,cpd03662",2
Burkholderia phytofirmans PsJN,BFirm,Citric Acid,Citric_Acid.json,0.8440432584820701,optimal,1,cpd10515,1
Burkholderia phytofirmans PsJN,BFirm,Cytidine,Cytidine.json,0.0,optimal,0,"cpd10515,cpd00367",2
Burkholderia phytofirmans PsJN,BFirm,"D,L-Malic Acid",DL-Malic_Acid.json,0.0,optimal,0,"cpd10515,cpd00130",2
Burkholderia phytofirmans PsJN,BFirm,D-Alanine,D-Alanine.json,0.0,optimal,0,"cpd10515,cpd00117",2
Burkholderia phytofirmans PsJN,BFirm,D-Arabinose,D-Arabinose.json,0.0,optimal,0,"cpd10515,cpd00185",2
Burkholderia phytofirmans PsJN,BFirm,D-Fructose,D-Fructose.json,0.0,optimal,0,"cpd10515,cpd00082",2
Burkholderia phytofirmans PsJN,BFirm,D-Galactose,D-Galactose.json,0.0,optimal,0,"cpd10515,cpd00108",2
Burkholderia phytofirmans PsJN,BFirm,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.0,optimal,0,cpd10515,1
Burkholderia phytofirmans PsJN,BFirm,D-Glucosamine Hydrochloride,D-Glucosamine_Hydrochloride.json,0.0,optimal,0,"cpd10515,cpd00276",2
Burkholderia phytofirmans PsJN,BFirm,D-Glucose,D-Glucose.json,0.0,optimal,0,"cpd10515,cpd00027",2
Burkholderia phytofirmans PsJN,BFirm,D-Glucose-6-Phosphate sodium salt,D-Glucose-6-Phosphate_sodium_salt.json,0.0,optimal,0,"cpd10515,cpd00083",2
Burkholderia phytofirmans PsJN,BFirm,D-Lysine,D-Lysine.json,0.0,optimal,0,"cpd10515,cpd00549",2
Burkholderia phytofirmans PsJN,BFirm,D-Mannitol,D-Mannitol.json,0.0,optimal,0,"cpd10515,cpd00314",2
