organism,orgId,carbon_source,error
Bacteroides thetaiotaomicron VPI-5482,Btheta,Itaconic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Alanine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Arabinose,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Arginine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Asparagine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Aspartic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Citrulline,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Fucose,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Glutamine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Histidine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Isoleucine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Leucine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Lysine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Methionine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Ornithine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Phenylalanine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Proline,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Serine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Sorbose,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Threonine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Tryptophan,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Valine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-tyrosine disodium salt,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Lacto-N-tetraose,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Lactulose,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Lauric acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Levulinic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Malonic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Melibiose,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Myristic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Nonanoic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Octanoic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Oleic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Phenylacetic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Pimelic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Potassium acetate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Protocatechuic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sebacic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Shikimic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium D-Lactate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium Formate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium L-Lactate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium acetate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium adipate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium butyrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium octanoate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium propionate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium pyruvate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Succinic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Thymidine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Uridine,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Valeric acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Vanillic Acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Vanillin,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,Xylitol,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,benzoic acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,m-Inositol,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,p-Coumaric acid,FBA error: 'cpd00007'
Bacteroides thetaiotaomicron VPI-5482,Btheta,palatinose hydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,"1,2-Propanediol",FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,"1,3-Butandiol",FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,1-Pentanol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,2-methyl-1-butanol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,3-methyl-1-butanol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,4-Aminobutyric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,5-Aminovaleric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Adenosine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Agro_defined_trehalose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Beta-Lactose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Butanol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Citric Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Cytidine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,"D,L-Malic Acid",FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Alanine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Arabinose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Fructose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Galactose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Glucose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Lysine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Mannitol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Mannose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Ribose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Salicin,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Serine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Sorbitol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Tagatose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Trehalose dihydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,D-Xylose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Decanoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Disodium Glutarate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Ethanol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Ferulic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Fumaric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Gly-Glu,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Glycerol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Glycine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Glycolic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Heptanoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Hexanoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Hydroxy-L-Proline,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Inosine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Isomaltose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Itaconic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Alanine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Arabinose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Arginine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Asparagine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Aspartic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Citrulline,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Fucose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Glutamine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Histidine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Isoleucine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Leucine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Lysine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Methionine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Ornithine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Phenylalanine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Proline,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Serine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Sorbose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Threonine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Tryptophan,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-Valine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,L-tyrosine disodium salt,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Lacto-N-tetraose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Lactulose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Lauric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Levulinic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Malonic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Melibiose,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Myristic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Nonanoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Octanoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Oleic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Phenylacetic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Pimelic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Potassium acetate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Protocatechuic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sebacic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Shikimic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium D-Lactate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium Formate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium L-Lactate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium acetate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium adipate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium butyrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium octanoate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium propionate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium pyruvate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Succinic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Thymidine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Uridine,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Valeric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Vanillic Acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Vanillin,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,Xylitol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,benzoic acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,m-Inositol,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,p-Coumaric acid,FBA error: 'cpd00007'
Bifidobacterium breve UCC2003,Bifido,palatinose hydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,"1,2-Propanediol",FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,"1,3-Butandiol",FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,1-Pentanol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,2-methyl-1-butanol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,3-methyl-1-butanol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,4-Aminobutyric acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,5-Aminovaleric acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Adenosine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Agro_defined_trehalose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Beta-Lactose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Butanol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Citric Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Cytidine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,"D,L-Malic Acid",FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Alanine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Arabinose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Fructose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Galactose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Glucose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Lysine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Mannitol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Mannose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Ribose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Salicin,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Serine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Sorbitol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Tagatose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Trehalose dihydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,D-Xylose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Decanoic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Disodium Glutarate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Ethanol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Ferulic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Fumaric acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Gly-Glu,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Glycerol,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Glycine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Glycolic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Heptanoic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Hexanoic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Hydroxy-L-Proline,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Inosine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Isomaltose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Itaconic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Alanine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Arabinose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Arginine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Asparagine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Aspartic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Citrulline,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Fucose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Glutamine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Histidine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Isoleucine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Leucine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Lysine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Methionine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Ornithine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Phenylalanine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Proline,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Serine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Sorbose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Threonine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Tryptophan,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Valine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-tyrosine disodium salt,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Lacto-N-tetraose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Lactulose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Lauric acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Levulinic Acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Malonic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Melibiose,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Myristic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Nonanoic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Octanoic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Oleic acid,FBA error: 'cpd00007'
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Phenylacetic acid,FBA error: 'cpd00007'
